id,author,title,original_title,series,series_order,status,date_started,date_finished,date_unknown,rating,format,genre,location,publication_year,notes
743,Stephanie Laurens,Un amor secreto,A secret love,Los Cynster,,Leído,,,TRUE,4,,Histórico Inglaterra,,,
744,Stephanie Laurens,Todo sobre el amor ,All about love,Los Cynster,,Leído,30 Nov 2022,6 Dec 2022,FALSE,4,,Histórico Inglaterra,,,
745,Stephanie Laurens,Todo sobre la pasión,All about passion,Los Cynster,,Leído,20 Dec 2022,31 Jan 2023,FALSE,4,,Histórico Inglaterra,,,
746,Stephanie Laurens,Una noche salvaje,On a wild night,Los Cynster,,Leído,31 Jan 2023,12 Mar 2023,FALSE,4,,Histórico Inglaterra,,,
747,Stephanie Laurens,Sombras al amanecer,On a wicked dawn,Los Cynster,,Pendiente,,,,0,,,,,
748,Stephanie Laurens,El amante perfecto,The perfect lover,Los Cynster,,Pendiente,,,,0,,,,,
749,Stephanie Laurens,La novia perfecta,The ideal bride,Los Cynster,,Pendiente,,,,0,,,,,
750,Stephanie Laurens,La verdad sobre el amor ,The truth about love,Los Cynster,,Pendiente,,,,0,,,,,
751,Stephanie Laurens,Pura sangre,What price love?,Los Cynster,,Pendiente,,,,0,,,,,
752,Stephanie Laurens,El sabor de la inocencia,The taste of innocence,Los Cynster,,Pendiente,,,,0,,,,,
753,Stephanie Laurens,Las razones del corazón ,Temptation and surrender,Los Cynster,,Pendiente,,,,0,,,,,
754,Stephanie Laurens,El sabor de la tentación,Viscount breckenridge to the rescue,Los Cynster,,Pendiente,,,,0,,,,,
755,Stephanie Laurens,Hasta que llegó él ,In pursuit of Eliza Cynster,Los Cynster,,Pendiente,,,,0,,,,,
756,Stephanie Laurens,The capture of the earl of glencrae,The capture of the earl of glencrae,Los Cynster,,Pendiente,,,,0,,,,,
757,Stephanie Laurens,And then she fell ,And then she fell ,Los Cynster,,Pendiente,,,,0,,,,,
758,Stephanie Laurens,The taming of Ryder Cavanaugh,The taming of Ryder Cavanaugh,Los Cynster,,Pendiente,,,,0,,,,,
766,Stephanie Laurens,Atrapado por sus besos,Tangled reins,Regency,,Pendiente,,,,0,,,,,
767,Stephanie Laurens,Cuatro bodas por amor ,Four in hand,Regency,,Pendiente,,,,0,,,,,
768,Stephanie Laurens,Inocencia impetuosa,Impetuous innocent,Regency,,Pendiente,,,,0,,,,,
769,Stephanie Laurens,Escándalo y pasión,Fair juno,Regency,,Pendiente,,,,0,,,,,
770,Stephanie Laurens,Una esposa a su medida,A comfortable wife,Regency,,Pendiente,,,,0,,,,,
771,Stephanie Perkins,Un beso en Paris,Anna and the French kiss,,,Leído,,,TRUE,4,,,,,
772,Stephen Crane,Historias de Nueva York,,,,Pendiente,,,,0,,,,,
773,Stephen King,22/11/63,22/11/63,,,Pendiente,,,,0,,,,,
774,Stephenie Meyer,Crepúsculo,Twilight,Crepúsculo,,Leído,,,TRUE,5,,,,,
775,Stephenie Meyer,Luna Nueva,New Moon,Crepúsculo,,Leído,,,TRUE,5,,,,,
776,Stephenie Meyer,Eclipse,Eclipse,Crepúsculo,,Pendiente,,,,0,,,,,
777,Stephenie Meyer,La segunda vida de Bree Tanner,The second short life of Bree Tanner,Crepúsculo,,Pendiente,,,,0,,,,,
778,Stephenie Meyer,Amanecer,Breaking Dawn,Crepúsculo,,Pendiente,,,,0,,,,,
779,Stephenie Meyer,Vida y muerte,Life and dead,Crepúsculo,,Pendiente,,,,0,,,,,
780,Stephenie Meyer,Sol de media noche,Midnight Sun,Crepúsculo,,Leído,,,TRUE,5,,,,,
952,Stephenie Meyer,Twilight (Special edition),,,,,,,,0,Físico,,,,
953,Stephenie Meyer,New moon (Special edition) ,,,,,,,,0,Físico,,,,
954,Stephenie Meyer,New moon ,,,,,,,,0,Físico,,,,
955,Stephenie Meyer,Eclipse (Special edition),,,,,,,,0,Físico,,,,
956,Stephenie Meyer,Breaking dawn (Special edition) ,,,,,,,,0,Físico,,,,
957,Stephenie Meyer,The short second life of bree tanner (Special edition) ,,,,,,,,0,Físico,,,,
958,Stephenie Meyer,Saga Crepúsculo: Guía oficial ilustrada ,,,,,,,,0,Físico,,,,
959,Stephenie Meyer,Life and death,,,,,,,,0,Físico,,,,
781,Susan Elizabeth Phillips,Tenías que ser tú ,It had to be you ,Chicago stars,,Pendiente,,,,0,,,,,
782,Susan Elizabeth Phillips,"Heaven, Texas","Heaven, Texas",Chicago stars,,Pendiente,,,,0,,,,,
783,Susan Elizabeth Phillips,Sólo mío,Nobody’s baby but mine ,Chicago stars,,Pendiente,,,,0,,,,,
784,Susan Elizabeth Phillips,Apenas un sueño,Dream a little dream,Chicago stars,,Pendiente,,,,0,,,,,
785,Susan Elizabeth Phillips,Este corazón mío,The heart of mine ,Chicago stars,,Pendiente,,,,0,,,,,
786,Susan Elizabeth Phillips,Cázame si puedes ,Match me if you can,Chicago stars,,Pendiente,,,,0,,,,,
787,Susan Elizabeth Phillips,Nacida para seducir,Natural born charmer,Chicago stars,,Leído,,,TRUE,3,,,,,
788,Susan Elizabeth Phillips,La primera estrella de la noche ,First star I see tonight ,Chicago stars,,Pendiente,,,,0,,,,,
789,Susan Elizabeth Phillips,When stars collide,When stars collide,Chicago stars,,Pendiente,,,,0,,,,,
790,Susan Elizabeth Phillips,Una chica brillante ,Glitter baby,Golfistas,,Pendiente,,,,0,,,,,
791,Susan Elizabeth Phillips,Una chica a la moda ,Fancy pants,Golfistas,,Pendiente,,,,0,,,,,
792,Susan Elizabeth Phillips,Amor o chantaje ,Lady be good ,Golfistas,,Pendiente,,,,0,,,,,
793,Susan Elizabeth Phillips,Primera dama ,First Lady,Golfistas,,Pendiente,,,,0,,,,,
794,Susan Elizabeth Phillips,Llámame irresistible,Call me irresistible,Golfistas,,Pendiente,,,,0,,,,,
795,Susan Elizabeth Phillips,La gran fuga ,The great escape,Golfistas,,Pendiente,,,,0,,,,,
796,Susan Elizabeth Phillips,Lo que hice por amor ,What I did for love ,Golfistas,,Pendiente,,,,0,,,,,
797,Susan Elizabeth Phillips,Besar a un ángel,Kiss an angel,,,Leído,,,TRUE,5,,,,,
798,Susan Hatler,Amor a primera cita ,Love at first date,,,Leído,,,TRUE,3,,,,,
799,Susanna Carr,Secreto vergonzoso,Her shameful secret,,,Leído,,,TRUE,3,,,,,
800,Susanna Carr,Casada con el jeque,The tarnished jewel of Jazaar,,,Leído,,,TRUE,3,,,,,
801,Tanya Anne Crosby,The MacKinnon’s bride,The MacKinnon’s bride,The highland brides,,Pendiente,,,,0,,,,,
802,Teresa Southwick,Mi querido vecino,The doctor and the single mom ,,,Leído,,,TRUE,3,,,,,
803,Terri Brisbin,Secuestro en las highlands,Stolen by the highlander,Conflicto en las tierras altas,,Pendiente,,,,0,,,,,
804,Terri Brisbin,Huyendo del destino,The highlander’s runaway bride,Conflicto en las tierras altas,,Leído,,,TRUE,3,,,,,
805,Terri Brisbin,Prisionera de un highlander,Kipnapped by the highland rogue,Conflicto en las tierras altas,,Pendiente,,,,0,,,,,
806,Terri Brisbin,Claiming his highland bride,Claiming his highland bride,Conflicto en las tierras altas,,Pendiente,,,,0,,,,,
807,Terri Brisbin,A healer for the highlander,A healer for the highlander,Conflicto en las tierras altas,,Pendiente,,,,0,,,,,
808,Terri Brisbin,The highlander's inconvenient bride,The highlander's inconvenient bride,Conflicto en las tierras altas,,Pendiente,,,,0,,,,,
809,Trish Morey,Engaño feliz,Engaño feliz,,,Leído,,,TRUE,3,,,,,
812,Vanessa Vale ,Runaway bride,Runaway bride,The bridgewater menage,,Pendiente,,,,0,,,,,
813,Vanessa Vale ,Kidnapped bride,Kidnapped bride,The bridgewater menage,,Pendiente,,,,0,,,,,
814,Victoria Álvarez,Tu nombre después de la lluvia,Tu nombre después de la lluvia,Dreaming spires,,Leído,,,TRUE,3,,,,,
815,Victoria Álvarez,Contra la fuerza del viento,Contra la fuerza del viento,Dreaming spires,,Pendiente,,,,0,,,,,
816,Victoria Álvarez,El sabor de tus heridas,El sabor de tus heridas,Dreaming spires,,Pendiente,,,,0,,,,,
817,Victoria Holt ,Nido de serpientes ,Snare of serpents ,,,Pendiente,,,,0,,,,,
818,Virginia woolf,La duquesa y el joyero,La duquesa y el joyero,,,Pendiente,,,,0,,,,,
819,Virna DePaul,Loca por el señor equivocado,Loca por el señor equivocado,,,Leído,,,TRUE,3,,,,,
820,Walter Riso,"Maravillosamente imperfecto, escandalosamente feliz","Wonderfully imperfect, scandalously happy",,,Leído,,,TRUE,4,,,,,
821,William Golding ,El señor de las moscas,The lord of the flies,,,Pendiente,,,,0,,,,,
822,William goldman,La princesa prometida ,The princess bride,,,Pendiente,,,,0,,,,,
823,William Shakespear ,Romeo y Julieta ,Romero and Juliet ,,,Pendiente,,,,0,,,,,
827,Yvonne Lindsay,Seducción y deseo,Something about the boss…,Cattleman’s club,4,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
810,,Curso gramatical de lengua alemana,Curso gramatical de lengua alemana,,,Pendiente,,,,0,,,,,
811,,El libro de Urantia,The Urantia book ,,,Pendiente,,,,0,,,,,
